"""
Accepted values:
VideoAudio
Video
Audio
Locked
EnvIssue
AlternatingLockedVideo
"""
0062|VideoAudio
0064|VideoAudio
0066|VideoAudio
0161|VideoAudio
0162|VideoAudio
0068|VideoAudio
0119|VideoAudio
0164|VideoAudio
1162|VideoAudio
1163|VideoAudio
0130|VideoAudio
0129|VideoAudio
0121|VideoAudio
0134|VideoAudio
0137|VideoAudio
0133|VideoAudio
0185|VideoAudio
0132|Locked
0194|VideoAudio
0109|EnvIssue
0090|VideoAudio
0182|VideoAudio
0245|VideoAudio
0138|VideoAudio
0155|AlternatingLockedVideo
0243|EnvIssue
0196|VideoAudio
0005|VideoAudio
0220|VideoAudio
1236|VideoAudio
0037|VideoAudio
4575|VideoAudio
0039|VideoAudio
0195|EnvIssue
0221|VideoAudio
0063|VideoAudio
0065|VideoAudio
0067|VideoAudio
0091|VideoAudio
0092|VideoAudio
0096|VideoAudio
0087|VideoAudio
0118|VideoAudio
0089|VideoAudio
0001|VideoAudio
0006|VideoAudio
0191|VideoAudio
0026|VideoAudio
0093|VideoAudio
0061|VideoAudio
0045|VideoAudio
0183|EnvIssue
1300|VideoAudio
1301|VideoAudio
1305|Locked
0227|EnvIssue
1302|VideoAudio
0246|EnvIssue
1303|VideoAudio
1304|VideoAudio
1306|VideoAudio
8316|VideoAudio
0144|VideoAudio
1178|VideoAudio
0058|EnvIssue
8437|Locked
4501|Locked
0019|Locked
8929|Locked
8315|VideoAudio
8663|EnvIssue
1166|EnvIssue
7224|VideoAudio
8077|VideoAudio
8250|Locked
8459|EnvIssue
8661|EnvIssue
8662|VideoAudio
8460|EnvIssue
8637|VideoAudio
8638|VideoAudio
8639|EnvIssue
0125|VideoAudio
1001|VideoAudio
1011|EnvIssue
1003|VideoAudio
1202|Locked
1187|VideoAudio
0007|VideoAudio
0004|EnvIssue
0116|VideoAudio
0168|VideoAudio
0140|EnvIssue
0126|VideoAudio
3045|EnvIssue
3006|EnvIssue
0028|VideoAudio
0163|VideoAudio
0013|VideoAudio
0024|VideoAudio
0008|VideoAudio
0156|EnvIssue
0154|VideoAudio
9048|VideoAudio
0131|VideoAudio
0020|VideoAudio
0059|VideoAudio
4514|EnvIssue
7225|Locked
2007|EnvIssue
8112|Locked
9045|Locked
1002|Locked
0152|Locked
13421|EnvIssue
2008|Locked
0127|VideoAudio
9051|VideoAudio
9050|Locked
0095|VideoAudio
13422|Locked
0072|EnvIssue
0111|EnvIssue
0112|Locked
0113|EnvIssue
0114|EnvIssue
0115|EnvIssue
0023|EnvIssue
0192|EnvIssue
0117|EnvIssue
1060|VideoAudio
0231|VideoAudio
0232|EnvIssue
0148|EnvIssue
0180|EnvIssue
0181|EnvIssue
0190|EnvIssue
0122|Locked
0124|EnvIssue
0151|EnvIssue
8118|EnvIssue
0241|VideoAudio
8116|AlternatingLockedVideo
1191|VideoAudio
2071|VideoAudio
4500|VideoAudio
0027|VideoAudio
4631|EnvIssue
TTS1|VideoAudio
TTS2|EnvIssue
TTS3|EnvIssue
TTS4|EnvIssue
TTS5|EnvIssue
TTS6|EnvIssue
TTS7|VideoAudio
TTS8|EnvIssue
TTS9|EnvIssue
TTS10|EnvIssue
4513|Locked
0079|EnvIssue
7001|EnvIssue
0123|Locked
4504|EnvIssue
0074|Locked
8113|Locked
8114|Locked
0157|EnvIssue
9046|EnvIssue
7187|Locked
0193|EnvIssue
0081|VideoAudio
0242|EnvIssue
No_Events|VideoAudio
13406|EnvIssue
13407|VideoAudio
13408|VideoAudio
13409|EnvIssue
13410|VideoAudio
13411|VideoAudio
13412|EnvIssue
13413|VideoAudio
13414|VideoAudio
13415|VideoAudio
13416|EnvIssue
13417|VideoAudio
13418|VideoAudio
13419|EnvIssue
13420|EnvIssue
0053|EnvIssue
0082|EnvIssue
0222|EnvIssue
9081|EnvIssue
9148|VideoAudio
9149|VideoAudio
9150|VideoAudio
9151|EnvIssue
9152|EnvIssue
9153|VideoAudio
9154|VideoAudio
9155|EnvIssue
9156|VideoAudio
9157|VideoAudio
9158|VideoAudio
9159|EnvIssue
9160|VideoAudio
9161|EnvIssue
9162|EnvIssue
9163|EnvIssue
9166|EnvIssue
9167|VideoAudio
9168|Locked
9169|EnvIssue
9170|EnvIssue
0030|EnvIssue
0031|EnvIssue
0032|Locked
0033|Locked
0038|EnvIssue
0094|VideoAudio
0097|EnvIssue
0099|EnvIssue
0100|EnvIssue
ITC_CPE_B2|EnvIssue
0110|VideoAudio
ITC_CPE_B4|Locked
ITC_CPE_B5|VideoAudio
ITC_CPE_B6|EnvIssue
4502|EnvIssue
4503|EnvIssue
4572|EnvIssue
4573|EnvIssue
4574|EnvIssue
ITC_CPE_C4|EnvIssue
4623|EnvIssue
8101|EnvIssue
4655|Locked
4690|Locked
4691|EnvIssue
4693|EnvIssue
4928|EnvIssue
7000|EnvIssue
7002|EnvIssue
7165|Locked
7166|Locked
XAG001|Locked
XAG002|EnvIssue
XAG003|VideoAudio
XAG004|VideoAudio
XAG005|EnvIssue
XAG006|VideoAudio
XAG007|VideoAudio
XAG008|VideoAudio
XAG009|VideoAudio
XAG010|VideoAudio
DEV1|Locked
DEV2|VideoAudio
DEV3|VideoAudio
DEV4|VideoAudio
DEV5|VideoAudio
DEV6|VideoAudio
DEV7|VideoAudio
DEV8|EnvIssue
DEV9|VideoAudio
MRE1|Locked
MRE2|VideoAudio
MRE3|VideoAudio
E2E1|VideoAudio
E2E2|VideoAudio
E2E3|VideoAudio
E2E4|VideoAudio
E2E5|Locked
E2E6|Locked
